ImageID,Source,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside
006a48384e858fed,activemil,/m/04gth,1,0.252670,0.318313,0.929029,0.936320,0,0,1,-1,-1
006a48384e858fed,xclick,/m/0l3ms,1,0.093252,0.223420,0.318107,0.661865,0,-1,-1,1,1
00721bd7346c9f9c,freeform,/m/0f6wt,1,0.991142,0.993020,0.759731,0.998046,-1,-1,-1,0,-1
00721bd7346c9f9c,activemil,/m/02d1br,1,0.283718,0.942896,0.695473,0.983064,-1,1,0,0,0
00721bd7346c9f9c,freeform,/m/0319l,1,0.381481,0.944117,0.494896,0.703923,1,-1,-1,1,1
00721bd7346c9f9c,freeform,/m/043nyj,1,0.915977,0.929257,0.308323,0.405135,0,1,-1,1,1
00721bd7346c9f9c,activemil,/m/0cd4d,1,0.510377,0.894349,0.924954,0.936159,-1,1,1,-1,-1
00721bd7346c9f9c,activemil,/m/0xfy,1,0.390409,0.401658,0.006925,0.538899,1,0,1,0,0
00721bd7346c9f9c,xclick,/m/026t6,1,0.505402,0.672556,0.684092,0.965294,0,1,-1,0,-1
007da519f744c48d,freeform,/m/0fm3zh,1,0.398330,0.845823,0.315526,0.917838,1,0,1,0,0
007da519f744c48d,activemil,/m/04h8sr,1,0.726983,0.986142,0.666410,0.900137,-1,1,1,1,0
007da519f744c48d,xclick,/m/02rgn06,1,0.393748,0.612623,0.301230,0.989904,-1,-1,0,1,-1
007da519f744c48d,xclick,/m/01xq0k1,1,0.571561,0.713494,0.682634,0.794088,-1,0,0,0,1
007da519f744c48d,freeform,/m/0d4w1,1,0.445666,0.740707,0.042576,0.759158,0,-1,1,-1,-1
007da519f744c48d,xclick,/m/084zz,1,0.014529,0.745746,0.988991,0.997164,1,-1,-1,1,1
007da519f744c48d,freeform,/m/07jdr,1,0.743803,0.747469,0.055941,0.883795,0,1,0,1,-1
007da519f744c48d,freeform,/m/01b7fy,1,0.449387,0.810125,0.751331,0.866320,-1,-1,0,-1,0
007da519f744c48d,activemil,/m/0c9ph5,1,0.312814,0.754419,0.551610,0.682039,0,1,0,0,-1
007da519f744c48d,freeform,/m/0dtln,1,0.059067,0.495404,0.675756,0.903654,-1,1,0,0,-1
008125d3c2ab71d4,freeform,/m/01lsmm,1,0.052039,0.996032,0.237794,0.925598,0,0,1,1,1
008125d3c2ab71d4,activemil,/m/03_wxk,1,0.146433,0.399085,0.883022,0.907640,1,-1,-1,0,-1
008125d3c2ab71d4,freeform,/m/03m5k,1,0.872695,0.892605,0.892366,0.954454,1,1,-1,-1,0
008125d3c2ab71d4,freeform,/m/05kyg_,1,0.777431,0.984567,0.104792,0.814672,-1,0,0,0,0
008125d3c2ab71d4,xclick,/m/07y_7,1,0.670067,0.899049,0.399562,0.438855,0,-1,0,1,0
008125d3c2ab71d4,freeform,/m/071qp,1,0.326081,0.868598,0.001729,0.415161,0,-1,0,-1,1
008125d3c2ab71d4,freeform,/m/02hj4,1,0.808046,0.935112,0.781042,0.902090,-1,-1,1,1,1
008125d3c2ab71d4,activemil,/m/01gmv2,1,0.314978,0.962276,0.915058,0.977775,0,0,-1,-1,0
0083b0ce4b1c18ca,activemil,/m/03fp41,1,0.649191,0.685603,0.310808,0.602786,1,0,0,-1,1
0083b0ce4b1c18ca,xclick,/m/0242l,1,0.219559,0.890222,0.240984,0.790682,-1,1,1,-1,0
0083b0ce4b1c18ca,freeform,/m/01y9k5,1,0.878271,0.977023,0.691934,0.899214,-1,-1,-1,-1,0
0083b0ce4b1c18ca,freeform,/m/030610,1,0.719993,0.784073,0.110637,0.844827,-1,0,-1,1,1
0083b0ce4b1c18ca,freeform,/m/0gjkl,1,0.250893,0.635167,0.867166,0.991211,0,0,1,1,-1
0083b0ce4b1c18ca,activemil,/m/018xm,1,0.833631,0.856432,0.232673,0.945750,0,-1,-1,-1,1
0083b0ce4b1c18ca,activemil,/m/09rvcxw,1,0.273227,0.595339,0.028032,0.492751,1,1,0,1,1
0083b0ce4b1c18ca,xclick,/m/02p3w7d,1,0.487822,0.791118,0.411864,0.876793,-1,0,1,1,1
0085d32b68b9cbcf,activemil,/m/061_f,1,0.540130,0.831507,0.017378,0.382415,0,0,0,-1,1
0085d32b68b9cbcf,freeform,/m/07gql,1,0.326475,0.637803,0.059501,0.617032,1,-1,0,1,0
0085d32b68b9cbcf,xclick,/m/02cvgx,1,0.606944,0.822825,0.511461,0.894090,0,0,-1,-1,1
0085d32b68b9cbcf,freeform,/m/01_5g,1,0.032449,0.888878,0.198924,0.199434,-1,-1,1,1,0
008b3a8835bcadbf,activemil,/m/07dm6,1,0.767867,0.982608,0.525164,0.687087,1,-1,-1,0,0
008b3a8835bcadbf,xclick,/m/07cmd,1,0.964170,0.981050,0.121207,0.243927,-1,1,1,1,1
008b3a8835bcadbf,freeform,/m/04vv5k,1,0.695909,0.942618,0.585052,0.899377,0,-1,-1,1,1
008b3a8835bcadbf,freeform,/m/07fbm7,1,0.885958,0.975437,0.482200,0.768927,1,1,0,0,-1
008b3a8835bcadbf,xclick,/m/01x_v,1,0.871621,0.953083,0.157363,0.330812,-1,1,0,-1,-1
008b3a8835bcadbf,xclick,/m/06j2d,1,0.020946,0.233286,0.384928,0.641129,1,-1,1,-1,0
008b3a8835bcadbf,xclick,/m/0cxn2,1,0.444058,0.576301,0.540820,0.709071,1,0,-1,-1,-1
008b3a8835bcadbf,activemil,/m/076lb9,1,0.493453,0.847942,0.671660,0.943157,1,-1,0,0,-1
008b3a8835bcadbf,activemil,/m/07y_7,1,0.597910,0.836232,0.721340,0.870250,-1,0,1,1,0
008b3a8835bcadbf,activemil,/m/0584n8,1,0.535646,0.950918,0.270736,0.655842,0,-1,-1,-1,0
008ef698ff7fcfe2,freeform,/m/0h8l4fh,1,0.554880,0.593813,0.621921,0.691480,0,1,-1,1,0
008ef698ff7fcfe2,activemil,/m/044r5d,1,0.899382,0.996643,0.789167,0.820056,-1,0,1,-1,1
00913b9d2f75c818,activemil,/m/015x5n,1,0.303257,0.863266,0.997441,0.999146,1,-1,0,1,1
00913b9d2f75c818,freeform,/m/05kms,1,0.281981,0.340716,0.240033,0.488319,-1,1,-1,-1,-1
00913b9d2f75c818,xclick,/m/09kmb,1,0.995586,0.995657,0.867255,0.960733,1,1,-1,1,1
00913b9d2f75c818,xclick,/m/06c54,1,0.042983,0.936395,0.045247,0.109153,0,0,1,-1,-1
00913b9d2f75c818,xclick,/m/01x3z,1,0.959779,0.999370,0.570227,0.965191,-1,1,1,-1,0
00913b9d2f75c818,xclick,/m/06__v,1,0.615087,0.817452,0.259916,0.304031,-1,1,0,1,-1
00921b2b5c26e4c7,xclick,/m/0kpqd,1,0.166671,0.799078,0.476372,0.866432,-1,0,1,1,1
00921b2b5c26e4c7,freeform,/m/0cl4p,1,0.917763,0.997153,0.653677,0.673466,0,1,-1,1,1
00921b2b5c26e4c7,freeform,/m/07cx4,1,0.266172,0.420136,0.125025,0.160188,-1,0,1,1,-1
00ab3360f103a155,freeform,/m/096mb,1,0.325830,0.434937,0.233722,0.441352,1,1,-1,-1,1
00b1aba7fdf6bfa7,xclick,/m/07kng9,1,0.493902,0.979099,0.007535,0.690787,-1,1,-1,-1,0
00b1aba7fdf6bfa7,freeform,/m/012w5l,1,0.734021,0.885845,0.220331,0.806584,-1,0,1,-1,0
00b1aba7fdf6bfa7,freeform,/m/0mcx2,1,0.097080,0.914214,0.769859,0.959648,1,-1,1,1,1
00b438f9e6889537,activemil,/m/0gd2v,1,0.687360,0.843198,0.943345,0.987532,0,-1,0,-1,1
00b438f9e6889537,xclick,/m/084zz,1,0.591777,0.766977,0.407611,0.744122,-1,-1,0,1,-1
00b438f9e6889537,freeform,/m/0wdt60w,1,0.680305,0.842203,0.218216,0.765453,-1,1,0,-1,-1
00b438f9e6889537,freeform,/m/0gm28,1,0.144783,0.152925,0.382994,0.451618,-1,0,-1,0,1
00b438f9e6889537,freeform,/m/03wvsk,1,0.955732,0.963918,0.420856,0.647526,0,1,0,-1,-1
00b438f9e6889537,activemil,/m/07030,1,0.238459,0.688481,0.171368,0.979934,1,-1,0,-1,0
00b438f9e6889537,freeform,/m/0hg7b,1,0.158992,0.604061,0.670928,0.766158,0,0,1,0,1
00b438f9e6889537,xclick,/m/061_f,1,0.120379,0.474529,0.180688,0.227282,1,-1,0,1,0
00b438f9e6889537,xclick,/m/0l515,1,0.623153,0.687856,0.902817,0.951269,0,1,0,-1,-1
00b438f9e6889537,activemil,/m/0gjbg72,1,0.951801,0.976582,0.133799,0.525719,-1,0,-1,1,0
00c3285609127e2c,activemil,/m/0dq75,1,0.311261,0.321227,0.855034,0.977538,0,0,0,1,-1
00c3285609127e2c,activemil,/m/02xb7qb,1,0.523161,0.951028,0.299679,0.879642,-1,1,-1,0,-1
00c3285609127e2c,activemil,/m/0pg52,1,0.128608,0.598384,0.547490,0.937242,1,-1,0,-1,0
00c3285609127e2c,freeform,/m/04y4h8h,1,0.652223,0.845735,0.228688,0.776752,-1,-1,-1,1,0
00c3285609127e2c,activemil,/m/01226z,1,0.538466,0.871201,0.803742,0.863595,1,1,-1,1,-1
00c3285609127e2c,activemil,/m/05r5c,1,0.346055,0.909611,0.618676,0.906721,-1,0,1,0,0
00c3285609127e2c,activemil,/m/080n7g,1,0.132340,0.286433,0.414613,0.931661,0,0,-1,1,1
00c3285609127e2c,xclick,/m/01tcjp,1,0.253810,0.426357,0.379775,0.537103,1,1,1,-1,0
00c60fd66bcf1bf7,activemil,/m/04169hn,1,0.813189,0.900331,0.318646,0.753631,0,1,1,-1,-1
00c60fd66bcf1bf7,xclick,/m/0h8ntjv,1,0.199356,0.589773,0.374471,0.595237,0,1,1,-1,1
00c60fd66bcf1bf7,freeform,/m/0d4w1,1,0.408367,0.705160,0.945982,0.991990,0,-1,1,1,0
00c60fd66bcf1bf7,freeform,/m/07jdr,1,0.266789,0.319726,0.816825,0.861140,1,-1,-1,0,0
00c60fd66bcf1bf7,freeform,/m/01n5jq,1,0.504819,0.667890,0.853039,0.915318,1,-1,1,-1,1
00c610635a8a1a4d,freeform,/m/01j3zr,1,0.601446,0.912040,0.129650,0.721954,-1,1,-1,-1,-1
00c610635a8a1a4d,freeform,/m/0h8n6f9,1,0.743585,0.799043,0.600346,0.698305,-1,1,1,1,0
00c610635a8a1a4d,activemil,/m/020lf,1,0.466140,0.542018,0.769505,0.887502,-1,-1,0,1,-1
00efdc820fd41367,freeform,/m/020jm,1,0.004606,0.766124,0.941118,0.997626,0,-1,0,0,0
00efdc820fd41367,xclick,/m/09f20,1,0.635285,0.904239,0.620001,0.950302,1,0,0,1,1
00f14197cd8b9576,activemil,/m/0199g,1,0.624849,0.715356,0.960344,0.992400,0,0,-1,0,1
00f14197cd8b9576,freeform,/m/043nyj,1,0.239099,0.744604,0.443988,0.779719,-1,-1,1,-1,-1
00f14197cd8b9576,activemil,/m/04h7h,1,0.152057,0.538419,0.185570,0.406137,-1,1,1,0,0
00f14197cd8b9576,freeform,/m/01x_v,1,0.310638,0.583925,0.567240,0.978850,1,0,-1,0,0
00f14197cd8b9576,activemil,/m/0czz2,1,0.609420,0.663234,0.018169,0.771212,1,1,-1,1,-1
00f14197cd8b9576,activemil,/m/07yv9,1,0.427527,0.536210,0.773864,0.999480,0,1,-1,1,-1
00f14197cd8b9576,xclick,/m/084zz,1,0.646428,0.930490,0.868755,0.911276,0,-1,1,1,0
00f14197cd8b9576,activemil,/m/07mcwg,1,0.537537,0.612695,0.591356,0.931411,0,1,0,0,1
00f14197cd8b9576,xclick,/m/02d1br,1,0.522779,0.773422,0.742872,0.911686,1,-1,1,-1,1
00f14197cd8b9576,activemil,/m/0jy4k,1,0.966135,0.976999,0.444053,0.973782,1,1,0,1,1
00f650054e413034,xclick,/m/052sf,1,0.685442,0.872135,0.034315,0.102588,0,0,0,1,1
00f650054e413034,freeform,/m/03bbps,1,0.959426,0.979995,0.955728,0.975089,-1,1,-1,1,0
00f650054e413034,xclick,/m/03bk1,1,0.085012,0.170827,0.359574,0.829641,0,-1,-1,1,1
00f650054e413034,activemil,/m/02wg_p,1,0.501383,0.683538,0.013754,0.461331,0,-1,0,1,0
00f650054e413034,xclick,/m/04c0y,1,0.677722,0.847800,0.059019,0.315060,0,0,1,0,0
00f650054e413034,activemil,/m/0271t,1,0.302809,0.481178,0.503484,0.617099,0,0,1,-1,0
00f650054e413034,activemil,/m/0dbvp,1,0.954439,0.991260,0.545415,0.789429,-1,-1,0,0,-1
00f650054e413034,freeform,/m/084hf,1,0.363863,0.735900,0.998908,0.999096,-1,1,1,1,0
00fa5a7fa2b61928,activemil,/m/0306r,1,0.148045,0.565590,0.190694,0.418515,-1,1,1,0,1
00fa5a7fa2b61928,freeform,/m/03q5c7,1,0.593239,0.983230,0.103143,0.500169,0,0,-1,1,-1
00fa5a7fa2b61928,freeform,/m/03wvsk,1,0.506962,0.694654,0.187310,0.715878,1,1,0,0,-1
00fa5a7fa2b61928,activemil,/m/079cl,1,0.331364,0.504781,0.447489,0.841127,1,-1,-1,1,-1
00fa5a7fa2b61928,activemil,/m/0f6wt,1,0.511494,0.944745,0.103255,0.345817,-1,0,0,-1,1
00fa5a7fa2b61928,activemil,/m/09d5_,1,0.929604,0.952456,0.691715,0.721014,0,1,1,-1,-1
00fa5a7fa2b61928,freeform,/m/0584n8,1,0.438105,0.954731,0.944424,0.969090,-1,1,0,-1,1
00fedca28659ad87,freeform,/m/01n4qj,1,0.100659,0.615589,0.658395,0.722469,1,0,-1,-1,0
00fedca28659ad87,activemil,/m/0162_1,1,0.622566,0.847149,0.559989,0.994574,0,1,0,-1,-1
00fedca28659ad87,freeform,/m/0420v5,1,0.055890,0.596909,0.513902,0.896882,0,0,1,1,-1
00fedca28659ad87,activemil,/m/01n5jq,1,0.664469,0.669311,0.931230,0.981543,1,-1,1,1,0
1008515a985a8fdc,activemil,/m/0dv9c,1,0.218160,0.293591,0.749057,0.898555,-1,0,-1,-1,1
1008515a985a8fdc,freeform,/m/02ddwp,1,0.864361,0.886545,0.074009,0.184718,1,1,-1,-1,1
1008515a985a8fdc,xclick,/m/0f6nr,1,0.503917,0.684363,0.213104,0.332337,1,0,-1,0,1
1008515a985a8fdc,activemil,/m/0f8s22,1,0.895062,0.910925,0.022005,0.461236,1,1,0,-1,-1
1008515a985a8fdc,freeform,/m/021sj1,1,0.346712,0.373189,0.305767,0.664525,1,-1,-1,-1,1
1008515a985a8fdc,activemil,/m/026t6,1,0.458295,0.978709,0.812474,0.833769,1,1,1,0,0
1008515a985a8fdc,activemil,/m/09kmb,1,0.920915,0.973503,0.546594,0.783450,1,0,0,1,0
1008515a985a8fdc,activemil,/m/0b3fp9,1,0.621077,0.759866,0.240206,0.620734,-1,-1,0,1,1
1008515a985a8fdc,freeform,/m/01x_v,1,0.425167,0.728647,0.013142,0.909080,1,-1,0,0,0
102e96075f44d09e,xclick,/m/02zn6n,1,0.494870,0.993156,0.382946,0.935269,1,-1,1,-1,-1
102e96075f44d09e,xclick,/m/03m3pdh,1,0.546113,0.871973,0.613676,0.989576,1,0,0,0,1
102e96075f44d09e,xclick,/m/06mf6,1,0.725996,0.847937,0.319736,0.630144,1,1,-1,-1,-1
102e96075f44d09e,freeform,/m/0dbzx,1,0.689138,0.847581,0.369335,0.635614,0,1,1,-1,-1
103b94b29bf4ee7d,activemil,/m/0f9_l,1,0.288862,0.599563,0.012912,0.858594,0,0,1,0,0
103b94b29bf4ee7d,activemil,/m/01mzpv,1,0.768663,0.778325,0.637703,0.840216,0,-1,0,0,1
103c0671625e35f6,activemil,/m/0jwn_,1,0.436071,0.724633,0.986757,0.995577,-1,-1,1,-1,1
103c0671625e35f6,activemil,/m/04yqq2,1,0.697329,0.943067,0.532744,0.652412,0,0,0,1,-1
103c0671625e35f6,freeform,/m/01yx86,1,0.372683,0.409604,0.864007,0.953992,-1,0,1,1,0
103c0671625e35f6,xclick,/m/02jfl0,1,0.514567,0.756315,0.699648,0.966201,-1,-1,-1,-1,0
103c0671625e35f6,activemil,/m/06y5r,1,0.417693,0.663203,0.923903,0.995410,1,1,1,1,0
103c0671625e35f6,xclick,/m/07cx4,1,0.017681,0.336620,0.008963,0.011511,1,0,-1,-1,1
103c0671625e35f6,activemil,/m/080n7g,1,0.326240,0.990006,0.892749,0.912657,1,1,0,0,-1
103c0671625e35f6,freeform,/m/074d1,1,0.704483,0.916477,0.265184,0.719587,-1,0,1,-1,0
103dd58d7137b6fa,activemil,/m/02zvsm,1,0.371931,0.539212,0.599126,0.952524,0,1,0,-1,1
103dd58d7137b6fa,activemil,/m/012xff,1,0.966498,0.988072,0.271063,0.771972,0,-1,1,-1,-1
103dd58d7137b6fa,freeform,/m/07c52,1,0.843503,0.961149,0.838774,0.847968,-1,0,0,-1,-1
103dd58d7137b6fa,freeform,/m/076bq,1,0.864450,0.916746,0.993375,0.997073,-1,1,-1,0,0
103dd58d7137b6fa,activemil,/m/0f8s22,1,0.202884,0.264198,0.777569,0.865058,0,0,0,0,-1
103dd58d7137b6fa,activemil,/m/03m5k,1,0.560504,0.826779,0.442688,0.910758,0,0,1,-1,1
103dd58d7137b6fa,freeform,/m/0c_jw,1,0.830344,0.858670,0.726373,0.909147,1,1,0,1,0
103dd58d7137b6fa,freeform,/m/076lb9,1,0.747599,0.958193,0.842612,0.957931,-1,-1,0,-1,-1
103dd58d7137b6fa,freeform,/m/0h8ntjv,1,0.811490,0.893407,0.435760,0.700947,-1,0,1,0,1
103dd58d7137b6fa,activemil,/m/0420v5,1,0.678501,0.852079,0.255129,0.669075,-1,0,-1,0,0
1043cebed17ec939,activemil,/m/014y4n,1,0.288806,0.916324,0.439813,0.747410,-1,-1,0,-1,1
1043cebed17ec939,xclick,/m/0km7z,1,0.307158,0.338705,0.146202,0.549720,-1,1,-1,0,0
1043cebed17ec939,freeform,/m/07c6l,1,0.583308,0.780610,0.679771,0.878539,-1,-1,0,0,1
1043cebed17ec939,xclick,/m/01h44,1,0.067372,0.403060,0.165520,0.644817,0,-1,1,0,1
1043cebed17ec939,activemil,/m/01llwg,1,0.910881,0.954918,0.486343,0.907970,1,1,-1,0,-1
1043cebed17ec939,freeform,/m/04tn4x,1,0.595557,0.710480,0.071510,0.316848,0,1,-1,1,1
1055d2a37d30702d,freeform,/m/01s105,1,0.820976,0.943758,0.222568,0.633491,1,0,-1,1,1
1055d2a37d30702d,activemil,/m/01fh4r,1,0.788224,0.945694,0.905253,0.978744,-1,-1,0,0,0
1055d2a37d30702d,freeform,/m/01226z,1,0.466917,0.980370,0.045435,0.600977,-1,-1,-1,-1,0
1055d2a37d30702d,activemil,/m/0176mf,1,0.549635,0.742244,0.977974,0.984677,1,1,0,-1,-1
1055d2a37d30702d,xclick,/m/024g6,1,0.431676,0.989166,0.079064,0.092582,1,1,0,1,1
105c8eea772e7aff,activemil,/m/01h8tj,1,0.796293,0.879968,0.813576,0.938680,-1,0,0,0,-1
105c8eea772e7aff,activemil,/m/0jbk,1,0.929958,0.971933,0.287266,0.814469,-1,0,1,0,0
105c8eea772e7aff,activemil,/m/07mhn,1,0.852922,0.904959,0.757456,0.995411,0,0,1,0,-1
105c8eea772e7aff,xclick,/m/07r04,1,0.774312,0.861558,0.085222,0.693277,1,-1,-1,-1,0
105c8eea772e7aff,freeform,/m/02s195,1,0.249891,0.723761,0.752554,0.869380,0,-1,0,0,0
105c8eea772e7aff,freeform,/m/016m2d,1,0.904183,0.987170,0.291865,0.702891,0,0,-1,-1,0
105c8eea772e7aff,activemil,/m/0176mf,1,0.718400,0.978482,0.555758,0.961557,0,0,1,1,-1
105c8eea772e7aff,xclick,/m/0lt4_,1,0.117541,0.481434,0.240746,0.432489,0,-1,1,0,-1
105c8eea772e7aff,activemil,/m/01h44,1,0.679887,0.921202,0.669790,0.878422,0,-1,-1,-1,-1
105fed4cda2b6e9b,activemil,/m/02fq_6,1,0.865831,0.915545,0.410154,0.949154,1,1,1,-1,-1
105fed4cda2b6e9b,xclick,/m/03m3vtv,1,0.694681,0.842049,0.405943,0.637209,1,0,1,-1,1
105fed4cda2b6e9b,activemil,/m/02zt3,1,0.684860,0.692051,0.297160,0.562964,-1,1,0,-1,-1
105fed4cda2b6e9b,activemil,/m/0268lbt,1,0.419618,0.854346,0.681544,0.892649,1,1,1,1,-1
105fed4cda2b6e9b,xclick,/m/01xs3r,1,0.990755,0.996050,0.113206,0.318736,-1,-1,1,1,0
105fed4cda2b6e9b,activemil,/m/01599,1,0.494564,0.928781,0.238149,0.339144,-1,1,0,1,1
105fed4cda2b6e9b,freeform,/m/0d4v4,1,0.228442,0.865733,0.067244,0.500635,0,-1,0,1,-1
105fed4cda2b6e9b,activemil,/m/0hf58v5,1,0.510844,0.914424,0.551378,0.614294,1,0,1,0,-1
1067b3b46486e1b6,activemil,/m/02068x,1,0.348043,0.513380,0.421756,0.649014,1,-1,-1,-1,1
10680b02829951fe,activemil,/m/02rdsp,1,0.253170,0.616702,0.321242,0.745093,-1,-1,1,0,0
