ImageID,Source,LabelName,Condidence
006d470a9083356e,crowdsource-verification,/m/016x87,0
006d470a9083356e,machine,/m/0jt211b,0
006d470a9083356e,crowdsource-verification,/m/02r_57f,0
006d470a9083356e,crowdsource-verification,/m/085f6,0
006d470a9083356e,machine,/m/016622,0
006d470a9083356e,machine,/m/0d73b5,1
006d470a9083356e,crowdsource-verification,/m/06cgss,1
007da519f744c48d,verification,/m/0g57nsf,1
007da519f744c48d,verification,/m/02cs5j,0
007da519f744c48d,machine,/m/043r3zv,0
007da519f744c48d,machine,/m/01qbpv,1
008125d3c2ab71d4,crowdsource-verification,/m/02m7f0,1
0083b0ce4b1c18ca,verification,/m/03hpb58,1
0083b0ce4b1c18ca,verification,/m/03hf_rm,0
0083b0ce4b1c18ca,crowdsource-verification,/m/04srcv,1
0083b0ce4b1c18ca,crowdsource-verification,/m/02z1z51,0
0083b0ce4b1c18ca,machine,/m/0mlk2,1
0083b0ce4b1c18ca,machine,/m/03120,1
0083b0ce4b1c18ca,machine,/m/0dv3zf,0
0085d32b68b9cbcf,verification,/m/03l77d,0
0085d32b68b9cbcf,verification,/m/0f_10p,0
0085d32b68b9cbcf,crowdsource-verification,/m/0kmd3,1
0085d32b68b9cbcf,machine,/m/072n80,0
0085d32b68b9cbcf,verification,/m/06m145,0
0085d32b68b9cbcf,crowdsource-verification,/m/0301w4,1
0085d32b68b9cbcf,verification,/m/02kh72,1
0085d32b68b9cbcf,crowdsource-verification,/m/02b7cp,0
008b3a8835bcadbf,crowdsource-verification,/m/0465fs_,0
008b3a8835bcadbf,crowdsource-verification,/m/03gt8gd,0
008b3a8835bcadbf,verification,/m/04fjm,1
008b3a8835bcadbf,verification,/m/05svw4,1
008cc644d8308449,crowdsource-verification,/m/0b6pc91,0
00913b9d2f75c818,verification,/m/0f2_z_,0
00913b9d2f75c818,crowdsource-verification,/m/02cwm,1
00913b9d2f75c818,verification,/m/02vp5lq,1
00913b9d2f75c818,verification,/m/05rqnk,1
00913b9d2f75c818,crowdsource-verification,/m/076xc1,0
00913b9d2f75c818,crowdsource-verification,/m/02p1qsd,1
00921b2b5c26e4c7,verification,/m/01st4f,1
00b1aba7fdf6bfa7,machine,/m/06lyj,0
00b1aba7fdf6bfa7,crowdsource-verification,/m/068fwx,1
00b1aba7fdf6bfa7,machine,/m/02rkbnz,0
00b1aba7fdf6bfa7,crowdsource-verification,/m/02gm3t,0
00b1aba7fdf6bfa7,verification,/m/04bksl,1
00b1aba7fdf6bfa7,crowdsource-verification,/m/069qlf,1
00b438f9e6889537,machine,/m/07s40fv,1
00b438f9e6889537,machine,/m/03h45kd,1
00b438f9e6889537,machine,/m/03c5zc5,1
00b438f9e6889537,crowdsource-verification,/m/0h9637l,1
00c3285609127e2c,verification,/m/03wfld,0
00c3285609127e2c,machine,/m/01kn43,1
00c3285609127e2c,verification,/m/04f693k,1
00c3285609127e2c,machine,/m/0fpp0g,1
00c3285609127e2c,verification,/m/01c6nk,1
00c60fd66bcf1bf7,verification,/m/03d0wj7,1
00c60fd66bcf1bf7,crowdsource-verification,/m/0cpk7,1
00c60fd66bcf1bf7,crowdsource-verification,/m/09xp_,0
00c60fd66bcf1bf7,verification,/m/0l_yv,0
00c60fd66bcf1bf7,crowdsource-verification,/m/0hgs8xl,0
00c610635a8a1a4d,crowdsource-verification,/m/037ynh,0
00c610635a8a1a4d,crowdsource-verification,/m/027k49j,0
00c610635a8a1a4d,machine,/m/0h8nh56,1
00efdc820fd41367,verification,/m/04czcym,1
00efdc820fd41367,machine,/m/04ldfh1,1
00efdc820fd41367,machine,/m/02wvn_6,0
00efdc820fd41367,verification,/m/0hp39,1
00f14197cd8b9576,crowdsource-verification,/m/01f91_,0
00f14197cd8b9576,verification,/m/0j9nfgq,1
00f14197cd8b9576,machine,/m/021z3,1
00f14197cd8b9576,machine,/m/05620g,0
00f14197cd8b9576,verification,/m/03c798,1
00f14197cd8b9576,machine,/m/014j1m,0
00f14197cd8b9576,verification,/m/02kvln,0
00f14197cd8b9576,machine,/m/07rk94,0
00f650054e413034,verification,/m/018wtr,1
00f650054e413034,machine,/m/057w9g,1
00f650054e413034,verification,/m/027q4m,0
00f650054e413034,crowdsource-verification,/m/027wm3z,1
00f650054e413034,machine,/m/0c029g,1
00f650054e413034,machine,/m/0pckp,1
00fa5a7fa2b61928,machine,/m/0dfxdkp,0
00fa5a7fa2b61928,verification,/m/0dncwk,1
00fa5a7fa2b61928,crowdsource-verification,/m/027z5xc,0
00fedca28659ad87,crowdsource-verification,/m/01c5nlx,1
1008515a985a8fdc,machine,/m/0h8m5j5,1
1008515a985a8fdc,verification,/m/02sz38,0
1008515a985a8fdc,verification,/m/04w8xt,0
102e96075f44d09e,crowdsource-verification,/m/01bq8v,0
102e96075f44d09e,machine,/m/0bnh_t,0
103b94b29bf4ee7d,crowdsource-verification,/m/026vz7,0
103b94b29bf4ee7d,verification,/m/01j7cq,0
103b94b29bf4ee7d,verification,/m/01h0j6,0
103b94b29bf4ee7d,crowdsource-verification,/m/03hjrvl,0
103b94b29bf4ee7d,machine,/m/0q56v,0
103b94b29bf4ee7d,machine,/m/03m49r,1
103b94b29bf4ee7d,machine,/m/02p43dr,1
103b94b29bf4ee7d,crowdsource-verification,/m/0f_g6b,1
103b94b29bf4ee7d,crowdsource-verification,/m/06dmh,1
103c0671625e35f6,crowdsource-verification,/m/05ky_m,1
103c0671625e35f6,machine,/m/02t568,0
103c0671625e35f6,verification,/m/04rtk7,1
103c0671625e35f6,verification,/m/02zykd,1
103c0671625e35f6,machine,/m/03nn09t,0
103c0671625e35f6,verification,/m/02hqr87,0
103c0671625e35f6,machine,/m/0262v58,1
103dd58d7137b6fa,verification,/m/025tg14,1
103dd58d7137b6fa,verification,/m/02pdsw,0
103dd58d7137b6fa,machine,/m/01nd_n,1
103dd58d7137b6fa,crowdsource-verification,/m/02hypr9,0
103dd58d7137b6fa,machine,/m/0h8nfzw,0
103dd58d7137b6fa,machine,/m/02rstpy,0
103dd58d7137b6fa,verification,/m/06nlc6,0
103dd58d7137b6fa,machine,/m/0f1qpk,1
103dd58d7137b6fa,crowdsource-verification,/m/06mjs6,1
103dd58d7137b6fa,verification,/m/02b_58,1
1043cebed17ec939,machine,/m/0vj4g,0
104afecef23e87a4,verification,/m/02nvbj,1
104afecef23e87a4,crowdsource-verification,/m/065yg7b,1
104afecef23e87a4,machine,/m/0j85,0
1055d2a37d30702d,verification,/m/0fj9f,1
1055d2a37d30702d,machine,/m/04sgp,0
1055d2a37d30702d,machine,/m/04fzvx,0
1055d2a37d30702d,crowdsource-verification,/m/0cgq1z,0
1055d2a37d30702d,machine,/m/01v50j,0
1055d2a37d30702d,verification,/m/0g54stn,1
1055d2a37d30702d,machine,/m/0b5p11,0
105c8eea772e7aff,verification,/m/086tj,0
105c8eea772e7aff,machine,/m/01c_0l,0
105c8eea772e7aff,crowdsource-verification,/m/024c9v,0
105c8eea772e7aff,crowdsource-verification,/m/05283f,1
105fed4cda2b6e9b,machine,/m/05kyg_,0
106c73505a4cc84b,verification,/m/066zr,1
106c73505a4cc84b,verification,/m/0fgsq2,1
106c73505a4cc84b,crowdsource-verification,/m/02qm2x,1
106c73505a4cc84b,machine,/m/03s0cs,0
106c73505a4cc84b,verification,/m/020dp,1
106c73505a4cc84b,verification,/m/0c04r9,1
106c73505a4cc84b,verification,/m/01cs_p,1
106c73505a4cc84b,machine,/m/09q2t,0
106c73505a4cc84b,crowdsource-verification,/m/06qc5,0
106c73505a4cc84b,crowdsource-verification,/m/06xzh,1
106f14dfe19e5bd3,machine,/m/06s3yl,1
106f14dfe19e5bd3,verification,/m/02xqgw,0
1077864e1a62563f,verification,/m/02fh1d,0
1077864e1a62563f,machine,/m/01nmp6,0
1077864e1a62563f,verification,/m/06dgsv,0
1077864e1a62563f,machine,/m/0cgc2m,0
1077864e1a62563f,crowdsource-verification,/m/062dl2,1
1077864e1a62563f,crowdsource-verification,/m/030zb_,0
1077864e1a62563f,crowdsource-verification,/m/02qd_7,0
107d18d041d776bd,verification,/m/0281_nk,0
107d18d041d776bd,verification,/m/0gnx_,0
107d18d041d776bd,machine,/m/07v9kf,1
107d18d041d776bd,verification,/m/0crbq7y,1
107d18d041d776bd,crowdsource-verification,/m/08tlbj,1
107d18d041d776bd,crowdsource-verification,/m/04_tb,1
107d1b730c4d47a3,machine,/m/01zfyk,1
107d1b730c4d47a3,machine,/m/03myyt,0
107d1b730c4d47a3,machine,/m/055qbm,0
107d1b730c4d47a3,machine,/m/0gs3g,0
1084f569b39d6ec9,verification,/m/03qqqyh,0
1089cf4bc1fb71a8,machine,/m/02h6dmm,1
1089cf4bc1fb71a8,machine,/m/0dt3t,0
1089cf4bc1fb71a8,verification,/m/02cn26,1
1089cf4bc1fb71a8,verification,/m/09z03k,1
1089cf4bc1fb71a8,crowdsource-verification,/m/056chn,0
1089cf4bc1fb71a8,verification,/m/0q0d2,0
1089cf4bc1fb71a8,verification,/m/026yhx6,0
1089cf4bc1fb71a8,crowdsource-verification,/m/02psyj6,0
1089cf4bc1fb71a8,verification,/m/06gxk,0
1089cf4bc1fb71a8,crowdsource-verification,/m/0h55sgb,0
108df930c6aa1b6e,verification,/m/07xzm,1
108df930c6aa1b6e,crowdsource-verification,/m/094wynp,0
108df930c6aa1b6e,machine,/m/0405zy,0
108df930c6aa1b6e,verification,/m/0bh59y,0
108df930c6aa1b6e,crowdsource-verification,/m/01tr90,0
108df930c6aa1b6e,machine,/m/03ysy1,1
109eed53a69f18b6,machine,/m/05ktd9,0
109eed53a69f18b6,verification,/m/04jd50m,1
109eed53a69f18b6,verification,/m/01x5j8,0
109eed53a69f18b6,verification,/m/01l_75,1
109eed53a69f18b6,verification,/m/07rq49j,1
109eed53a69f18b6,crowdsource-verification,/m/06zpwc,1
109eed53a69f18b6,verification,/m/0500_w,0
109eed53a69f18b6,verification,/m/0408r,1
10ac039232f97577,crowdsource-verification,/m/01njv7,1
10ac039232f97577,machine,/m/02j091,1
10ac039232f97577,crowdsource-verification,/m/012y0l,0
10b5bf025e574edc,machine,/m/03cpcy4,1
10b5bf025e574edc,machine,/m/04mwqs,1
10b5bf025e574edc,machine,/m/025v9kj,0
10c3521539cfb924,machine,/m/03fb57,1
10c3521539cfb924,crowdsource-verification,/m/0gms8,0
10c3521539cfb924,crowdsource-verification,/m/06rd_g,0
10c3521539cfb924,crowdsource-verification,/m/07kh_jl,0
10c3521539cfb924,crowdsource-verification,/m/05s45,1
10c3521539cfb924,machine,/m/016622,0
10c3e59436d10511,crowdsource-verification,/m/055vs5,0
10c3e59436d10511,crowdsource-verification,/m/057cc,0
10c3e59436d10511,machine,/m/03z97b,0
10c3e59436d10511,verification,/m/01t949,1
10ce40a1f23bd21e,verification,/m/09w5r,1
10ce40a1f23bd21e,verification,/m/0cngpg,0
10ce40a1f23bd21e,machine,/m/0sc7q,0
10ce40a1f23bd21e,machine,/m/012xzr,0
10ce40a1f23bd21e,crowdsource-verification,/m/0d_xzc,1
10ce40a1f23bd21e,machine,/m/060s96,0
10ce40a1f23bd21e,verification,/m/0bbv6fb,0
10d9e02ba3288bc8,machine,/m/01vc3y,1
10d9e02ba3288bc8,machine,/m/0mb5g,0
10d9e02ba3288bc8,crowdsource-verification,/m/07s11x,1
10d9e02ba3288bc8,crowdsource-verification,/m/02wzbmj,1
10d9e02ba3288bc8,machine,/m/09n2wj,0
10d9e02ba3288bc8,machine,/m/0dv0b7,1
10e7a8e68c1dbd7f,crowdsource-verification,/m/027f9f,1
10e7a8e68c1dbd7f,verification,/m/0bs_x,0
10e7a8e68c1dbd7f,machine,/m/04yxmx,1
10e7a8e68c1dbd7f,verification,/m/0bll2b,0
10e7a8e68c1dbd7f,machine,/m/02jj3m,1
10ef05fb9ba52740,crowdsource-verification,/m/06t241,0
10f94472ce7a5960,crowdsource-verification,/m/04c68z,0
2002c920810741ae,machine,/m/07bxq,1
2002c920810741ae,verification,/m/06bvp,1
2002c920810741ae,crowdsource-verification,/m/065z1k6,0
2002c920810741ae,crowdsource-verification,/m/068_x,1
2002c920810741ae,crowdsource-verification,/m/02rr3c,1
2002c920810741ae,verification,/m/03cg_q,0
2002c920810741ae,crowdsource-verification,/m/0h54qs,0
2002c920810741ae,crowdsource-verification,/m/07kjcmz,0
20143dde0a9fc06e,verification,/m/0h1rl,0
20143dde0a9fc06e,crowdsource-verification,/m/05gctc,0
20143dde0a9fc06e,verification,/m/03b34z,1
20143dde0a9fc06e,machine,/m/03x_qw,0
203061d8e642b5a6,verification,/m/0208ny,0
203061d8e642b5a6,crowdsource-verification,/m/047p2z4,1
203061d8e642b5a6,crowdsource-verification,/m/0b37gd,1
203370afd6bd0623,machine,/m/01sv6,0
203370afd6bd0623,machine,/m/0294jb,0
203370afd6bd0623,crowdsource-verification,/m/01g8xg,1
203370afd6bd0623,verification,/m/07cymt,0
203370afd6bd0623,machine,/m/024dyf,0
203370afd6bd0623,crowdsource-verification,/m/04q_9t,0
203d54fac60530b3,machine,/m/0125ct,0
203d54fac60530b3,machine,/m/05zygbk,1
203d54fac60530b3,machine,/m/02rmhs,0
203d54fac60530b3,verification,/m/04wzh2,0
20415277bf1ea328,verification,/m/02vz1qd,1
20415277bf1ea328,machine,/m/0g6dw1,1
20415277bf1ea328,verification,/m/03wm94,1
20415277bf1ea328,crowdsource-verification,/m/05f62b0,1
20415277bf1ea328,verification,/m/045yy4,1
20415277bf1ea328,verification,/m/02tzm8,1
20415277bf1ea328,machine,/m/02j4w2,1
204f28677076bc08,machine,/m/02wztxp,1
204f28677076bc08,machine,/m/035lp0,1
204f28677076bc08,crowdsource-verification,/m/034vln,1
204f28677076bc08,machine,/m/03jd78,1
2050d2cd0dda35f9,verification,/m/04ls5j,1
2050d2cd0dda35f9,verification,/m/0g7kq4,0
2050d2cd0dda35f9,crowdsource-verification,/m/0l0xy,1
205eec98742b6de9,machine,/m/09sy4,0
205eec98742b6de9,verification,/m/06m3_9,0
205eec98742b6de9,crowdsource-verification,/m/047mgty,0
205eec98742b6de9,machine,/m/099pj1,0
205eec98742b6de9,verification,/m/018hm8,0
205eec98742b6de9,machine,/m/02tnzk,0
205eec98742b6de9,crowdsource-verification,/m/026_9m,0
205eec98742b6de9,machine,/m/09qgm,1
205eec98742b6de9,machine,/m/04cx7kx,1
206047f2042418e9,verification,/m/025_s6d,0
207138d676b7c6d3,verification,/m/04f_mx,1
207138d676b7c6d3,verification,/m/04gg3x,0
20714e370bcc480c,crowdsource-verification,/m/054k0,0
20714e370bcc480c,verification,/m/01b7rp,0
20714e370bcc480c,crowdsource-verification,/m/067g3,0
20714e370bcc480c,machine,/m/03qm7wy,0
20714e370bcc480c,machine,/m/057xpf,0
20714e370bcc480c,crowdsource-verification,/m/022ch,1
20714e370bcc480c,machine,/m/02gmz0,1
20714e370bcc480c,machine,/m/01t751,1
20714e370bcc480c,verification,/m/091fxn,1
20756f84d95859f5,crowdsource-verification,/m/04g85h,0
20756f84d95859f5,machine,/m/077wq6,1
20756f84d95859f5,crowdsource-verification,/m/067nv,0
20756f84d95859f5,machine,/m/01zxqd,1
20756f84d95859f5,verification,/m/05n1hzw,1
20756f84d95859f5,machine,/m/06m9mm,0
20756f84d95859f5,machine,/m/059qt9,0
20756f84d95859f5,crowdsource-verification,/m/074c75,0
20762024254b358e,crowdsource-verification,/m/027ct3y,1
20762024254b358e,verification,/m/020qp1,1
20762024254b358e,machine,/m/0226ny,1
20762024254b358e,machine,/m/0hgsb7j,0
20762024254b358e,crowdsource-verification,/m/07fdw7,0
20762024254b358e,verification,/m/08k4nr,1
20762024254b358e,verification,/m/0285t83,0
20762024254b358e,machine,/m/03qk21y,0
20849a4e8eb6073f,machine,/m/027wbq,1
20849a4e8eb6073f,machine,/m/03nmxfj,0
20849a4e8eb6073f,crowdsource-verification,/m/0dlkw87,1
20849a4e8eb6073f,crowdsource-verification,/m/026m4_7,0
20849a4e8eb6073f,machine,/m/0g91zf,1
20849a4e8eb6073f,machine,/m/083ts1,0
20849a4e8eb6073f,machine,/m/05850k,0
20849a4e8eb6073f,verification,/m/0987_ns,0
20927e2cb0c461d0,crowdsource-verification,/m/0b760rr,1
20927e2cb0c461d0,machine,/m/0d88hh,0
20927e2cb0c461d0,machine,/m/0d73b5,1
20927e2cb0c461d0,machine,/m/013s93,1
20927e2cb0c461d0,machine,/m/01s4b5,1
20927e2cb0c461d0,crowdsource-verification,/m/0d7pvj,1
20927e2cb0c461d0,machine,/m/0gtxw3l,0
20927e2cb0c461d0,verification,/m/06wbh1,0
20927e2cb0c461d0,machine,/m/02rxv5z,0
209601c68349acc9,verification,/m/03ckqfb,0
209601c68349acc9,crowdsource-verification,/m/03dtr,1
209601c68349acc9,machine,/m/0rh1hgy,1
209601c68349acc9,machine,/m/01jl55,1
209601c68349acc9,crowdsource-verification,/m/04d3dd,1
209601c68349acc9,crowdsource-verification,/m/01rn4d,0
209601c68349acc9,crowdsource-verification,/m/06msq,1
209601c68349acc9,crowdsource-verification,/m/06fnbt,1
209601c68349acc9,crowdsource-verification,/m/04651v3,0
209b8b0550e895b8,machine,/m/0cqrbh,1
209b8b0550e895b8,crowdsource-verification,/m/03jhmk,1
209b8b0550e895b8,verification,/m/05y5kt,0
209b8b0550e895b8,verification,/m/026sszc,0
209b8b0550e895b8,verification,/m/04qqf1,1
209b8b0550e895b8,crowdsource-verification,/m/04yp7k,1
209b8b0550e895b8,machine,/m/027slhs,0
209b8b0550e895b8,crowdsource-verification,/m/01bg4m,0
209b8b0550e895b8,verification,/m/032nb1,0
20a6a14206f4fee9,verification,/m/02qq0gy,0
20a6a14206f4fee9,crowdsource-verification,/m/042rg5,0
20a6a14206f4fee9,machine,/m/039w4l,1
20a6a14206f4fee9,crowdsource-verification,/m/050434,1
20a6a14206f4fee9,machine,/m/0263y68,1
20a6a14206f4fee9,verification,/m/08fs21,1
20a6a14206f4fee9,machine,/m/03v7tf,0
20a6a14206f4fee9,crowdsource-verification,/m/0cpk7,0
20b4bf591ea549c6,verification,/m/0g1pf,1
20b4bf591ea549c6,crowdsource-verification,/m/03sqb_,0
20b4bf591ea549c6,verification,/m/01qnxs,0
20b4bf591ea549c6,machine,/m/02vyz9n,0
20b4bf591ea549c6,verification,/m/02k5b8,1
20b4bf591ea549c6,machine,/m/04tx5c,1
20c18840c9b16319,machine,/m/032zf7,1
20c18840c9b16319,crowdsource-verification,/m/067_fm,1
20c18840c9b16319,verification,/m/07kh_jl,1
20c18840c9b16319,machine,/m/02x0dlv,0
20c18840c9b16319,machine,/m/0c0myr,0
20c18840c9b16319,machine,/m/018hm8,0
20c18840c9b16319,verification,/m/025kyy,0
20c18840c9b16319,crowdsource-verification,/m/0dwq1v,0
20c18840c9b16319,verification,/m/03gxn6,1
20c20cba890069fd,machine,/m/0h235,0
20c20cba890069fd,machine,/m/03d7qqr,1
20c20cba890069fd,crowdsource-verification,/m/05256cr,0
20c20cba890069fd,machine,/m/01h7lh,1
20c20cba890069fd,verification,/m/02hnx9,0
20c20cba890069fd,verification,/m/03sxk8,1
20c20cba890069fd,crowdsource-verification,/m/0cddm4,1
20c20cba890069fd,crowdsource-verification,/m/02h_mt,0
20c20cba890069fd,machine,/m/01bb9b,1
20e46bd53c3acb36,machine,/m/01bsxb,0
20e46bd53c3acb36,verification,/m/06sk_3,1
20e46bd53c3acb36,crowdsource-verification,/m/027p4n4,1
20e46bd53c3acb36,crowdsource-verification,/m/04q8t7,1
20f38fd1ef13341a,machine,/m/02lvs2,0
20f38fd1ef13341a,crowdsource-verification,/m/05xhgh,0
20f38fd1ef13341a,crowdsource-verification,/m/01xq0k1,0
20f38fd1ef13341a,machine,/m/0dj0kg,0
20f38fd1ef13341a,verification,/m/04v0t6,1
20f38fd1ef13341a,crowdsource-verification,/m/06m3_9,0
20f38fd1ef13341a,crowdsource-verification,/m/01nq26,1
20f38fd1ef13341a,machine,/m/01_097,1
20f38fd1ef13341a,verification,/m/01nmyj,0
20f4f087e5c07441,verification,/m/02p32yc,1
20f4f087e5c07441,verification,/m/055_l,0
20f4f087e5c07441,crowdsource-verification,/m/03v7tf,0
20f4f087e5c07441,machine,/m/0gw4_g,1
20f4f087e5c07441,machine,/m/025zqz,1
20f4f087e5c07441,crowdsource-verification,/m/02q8x0s,0
20f4f087e5c07441,verification,/m/01vnt4,0
20f4f087e5c07441,verification,/m/0ddlm7,0
20f64b6ba2e11524,crowdsource-verification,/m/04bk6,0
20f64b6ba2e11524,machine,/m/025tj_p,0
20f64b6ba2e11524,machine,/m/01l0h6,0
20f64b6ba2e11524,machine,/m/0ggwx,0
20f64b6ba2e11524,crowdsource-verification,/m/057w9g,1
20f64b6ba2e11524,crowdsource-verification,/m/0466rf8,0
20f64b6ba2e11524,crowdsource-verification,/m/0h8n2s1,0
20f64b6ba2e11524,crowdsource-verification,/m/03clxp0,0
20f64b6ba2e11524,crowdsource-verification,/m/06w93j,0
20fadb100569cb53,machine,/m/05bfd4,0
20fadb100569cb53,verification,/m/01fy1x,1
20fadb100569cb53,crowdsource-verification,/m/01d3bp,1
20fadb100569cb53,crowdsource-verification,/m/03h0zb8,0
20fadb100569cb53,verification,/m/02pp4mc,1
20fadb100569cb53,crowdsource-verification,/m/01pwdc,0
20fadb100569cb53,crowdsource-verification,/m/0263yhl,0
20fadb100569cb53,verification,/m/06r77g,1
3013087eefe7de94,crowdsource-verification,/m/06bd4f,0
3013087eefe7de94,machine,/m/0215ts,0
3013087eefe7de94,crowdsource-verification,/m/07s1_d,1
3013087eefe7de94,machine,/m/0hgn_pr,0
3013087eefe7de94,verification,/m/05qwxx,0
3013087eefe7de94,verification,/m/0c8jf,1
301d3ba274d3deab,verification,/m/01bqwh,1
30211f86dffbf30b,crowdsource-verification,/m/04z1tn,0
30211f86dffbf30b,crowdsource-verification,/m/03lkyr,1
30211f86dffbf30b,machine,/m/047mdg,1
30211f86dffbf30b,verification,/m/02ryncw,0
30211f86dffbf30b,machine,/m/03htm6,0
30211f86dffbf30b,machine,/m/04k1m8,1
30211f86dffbf30b,verification,/m/02r97r,1
30211f86dffbf30b,verification,/m/02pnl07,0
30211f86dffbf30b,machine,/m/05myltb,0
302f70379190e039,machine,/m/07j6km,0
302f70379190e039,verification,/m/02p0w7s,0
302f70379190e039,machine,/m/05bx6n,0
302f70379190e039,verification,/m/02q7ylj,0
302f70379190e039,verification,/m/0c3vfpc,1
302f70379190e039,machine,/m/04cy0z_,0
3034325695d2db72,verification,/m/0c2wf,1
3034325695d2db72,verification,/m/02v_fp,0
3034325695d2db72,verification,/m/05kyg_,0
3034325695d2db72,verification,/m/03q642,1
30373476be559054,verification,/m/03_z1w,1
30373476be559054,verification,/m/0gttn5b,1
30373476be559054,verification,/m/036zbt,1
30373476be559054,crowdsource-verification,/m/0808l76,0
30373476be559054,machine,/m/01szdf,1
30373476be559054,machine,/m/0403m49,0
30373476be559054,machine,/m/02qhfw3,1
30373476be559054,verification,/m/0jpy5,1
304000f325076043,crowdsource-verification,/m/02cvk8,0
304000f325076043,verification,/m/021p0c,1
304000f325076043,machine,/m/03jqf3,0
304000f325076043,verification,/m/036w4y,0
304000f325076043,verification,/m/0f6kt3,1
304000f325076043,verification,/m/0gry7,1
304000f325076043,machine,/m/0143h2,1
304000f325076043,machine,/m/03dk9t,1
304000f325076043,verification,/m/0ds291,1
3043fe3ca232b05f,crowdsource-verification,/m/05_5zks,0
3043fe3ca232b05f,machine,/m/0hpjt,1
3043fe3ca232b05f,crowdsource-verification,/m/01gmdq,0
3043fe3ca232b05f,machine,/m/0gvr822,1
3043fe3ca232b05f,crowdsource-verification,/m/02s4nd,1
3055917995600f9e,verification,/m/0cb_ms,0
3055917995600f9e,crowdsource-verification,/m/0bjrtp,1
3055917995600f9e,crowdsource-verification,/m/065w9q,1
3055917995600f9e,machine,/m/019w40,1
3055917995600f9e,machine,/m/01vrjw,0
3055917995600f9e,verification,/m/034vhx,1
3055917995600f9e,machine,/m/01s4cc,1
3055917995600f9e,verification,/m/03cr0nn,0
3055917995600f9e,crowdsource-verification,/m/029wnx,0
3055917995600f9e,crowdsource-verification,/m/02nzw0,0
307686d6ca5ef87c,verification,/m/020yw8,1
307686d6ca5ef87c,crowdsource-verification,/m/0283247,1
307686d6ca5ef87c,machine,/m/01nqtd,0
307686d6ca5ef87c,machine,/m/01r2fb,0
307686d6ca5ef87c,crowdsource-verification,/m/06w5tb5,0
307686d6ca5ef87c,machine,/m/05bvlyp,0
307686d6ca5ef87c,machine,/m/032t45,1
307686d6ca5ef87c,verification,/m/07f60n,1
307686d6ca5ef87c,crowdsource-verification,/m/084rsc,1
